,location,bhk,total_sqft,bath,balcony,price,Actual Price
7763,Whitefield,2,1216.0,2,1,75.0,750000.0
7765,Whitefield,3,2321.0,4,1,157.0,1570000.0
7766,Whitefield,2,1224.0,2,2,75.0,750000.0
7767,Whitefield,3,1655.0,3,2,113.0,1130000.0
7769,Whitefield,5,4144.0,5,1,331.0,3310000.0
7772,Whitefield,3,1200.0,3,2,67.75,677500.0
7773,Whitefield,4,2444.0,4,2,145.0,1450000.0
7774,Whitefield,2,1270.0,2,1,110.0,1100000.0
7775,Whitefield,3,1660.0,3,1,110.0,1100000.0
7776,Whitefield,2,1270.0,2,1,105.0,1050000.0
7778,Whitefield,2,1173.0,2,1,78.2,782000.0
7779,Whitefield,2,1362.0,2,3,85.0,850000.0
7781,Whitefield,3,1457.0,2,2,105.0,1050000.0
7782,Whitefield,3,1720.0,3,2,128.0,1280000.0
7786,Whitefield,3,1564.0,3,1,103.0,1030000.0
7790,Whitefield,3,1639.0,3,2,107.0,1070000.0
7791,Whitefield,3,1760.0,3,2,139.0,1390000.0
7792,Whitefield,1,613.0,1,1,48.0,480000.0
7793,Whitefield,3,1730.0,3,2,125.0,1250000.0
7795,Whitefield,1,877.0,1,1,59.0,590000.0
7799,Yelachenahalli,3,1464.0,2,3,105.0,1050000.0
7800,Yelachenahalli,2,2400.0,1,1,150.0,1500000.0
7801,Yelachenahalli,3,1700.0,3,2,130.0,1300000.0
7802,Yelachenahalli,2,1080.0,2,2,55.0,550000.0
7803,Yelachenahalli,2,1400.0,2,3,78.0,780000.0
7804,Yelachenahalli,3,1330.0,3,3,73.5,735000.0
7805,Yelachenahalli,2,800.0,1,1,30.0,300000.0
7806,Yelachenahalli,2,1100.0,2,2,60.0,600000.0
7807,Yelachenahalli,3,1365.0,2,1,72.0,720000.0
7808,Yelachenahalli,2,1103.0,2,2,55.0,550000.0
7809,Yelachenahalli,2,1000.0,2,2,50.0,500000.0
7811,Yelahanka,2,1326.0,2,2,78.0,780000.0
7818,Yelahanka,3,1705.0,3,2,95.0,950000.0
7819,Yelahanka,2,1234.0,2,2,80.0,800000.0
7820,Yelahanka,2,1315.0,2,2,85.0,850000.0
7821,Yelahanka,2,1170.0,2,1,62.5,625000.0
7823,Yelahanka,1,697.0,1,0,45.0,450000.0
7826,Yelahanka,3,2195.0,4,2,127.0,1270000.0
7828,Yelahanka,3,1614.0,3,2,95.0,950000.0
7830,Yelahanka,1,628.0,1,1,24.0,240000.0
7833,Yelahanka,1,654.0,1,1,38.4,384000.0
7841,Yelahanka,3,1825.0,3,1,105.0,1050000.0
7842,Yelahanka,3,1603.0,3,2,96.0,960000.0
7843,Yelahanka,2,1304.0,2,1,79.0,790000.0
7849,Yelahanka,3,1517.0,3,2,76.3,763000.0
7853,Yelahanka,2,1327.0,2,3,85.0,850000.0
7856,Yelahanka,3,1566.0,3,2,97.0,970000.0
7858,Yelahanka,2,1270.0,2,2,78.0,780000.0
7859,Yelahanka,3,1400.0,2,2,80.54,805400.0000000001
7861,Yelahanka,2,1322.0,2,2,86.0,860000.0
7862,Yelahanka,2,1100.0,2,1,70.0,700000.0
7863,Yelahanka,2,1200.0,2,1,70.0,700000.0
7865,Yelahanka,5,4000.0,5,2,220.0,2200000.0
7866,Yelahanka,4,2675.0,4,2,140.0,1400000.0
7868,Yelahanka,1,654.0,1,1,37.0,370000.0
7869,Yelahanka,3,1465.0,3,2,80.01,800100.0
7873,Yelahanka,3,1692.0,3,2,83.0,830000.0
7878,Yelahanka,3,2145.0,3,3,125.0,1250000.0
7880,Yelahanka,2,1322.0,2,2,75.0,750000.0
7883,Yelahanka,1,602.0,1,1,26.0,260000.0
7884,Yelahanka,2,1100.0,2,1,60.0,600000.0
7885,Yelahanka,3,1614.0,2,1,100.0,1000000.0
7886,Yelahanka,3,1890.0,3,2,108.0,1080000.0
7887,Yelahanka,3,1556.0,3,2,86.0,860000.0
7888,Yelahanka,3,1610.0,4,2,85.0,850000.0
7894,Yelahanka,3,1859.0,3,1,108.0,1080000.0
7896,Yelahanka,2,1322.0,2,2,80.0,800000.0
7899,Yelahanka,4,2600.0,4,3,175.0,1750000.0
7900,Yelahanka,2,1305.0,2,1,78.0,780000.0
7902,Yelahanka,3,1711.0,3,3,85.61,856100.0
7903,Yelahanka,2,1315.0,2,3,75.0,750000.0
7904,Yelahanka,6,3600.0,6,1,200.0,2000000.0
7906,Yelahanka,3,1614.0,3,2,95.0,950000.0
7907,Yelahanka,3,1650.0,3,3,105.0,1050000.0
7912,Yelahanka,4,3990.0,4,1,260.0,2600000.0
7913,Yelahanka,3,1620.0,3,2,90.0,900000.0
7914,Yelahanka,1,654.0,1,1,36.25,362500.0
7915,Yelahanka,3,1614.0,3,2,93.0,930000.0
7916,Yelahanka,1,694.0,1,0,30.84,308400.0
7917,Yelahanka,2,1115.0,2,2,60.0,600000.0
7918,Yelahanka,3,2317.0,4,3,140.0,1400000.0
7919,Yelahanka,3,1653.0,3,3,93.0,930000.0
7920,Yelahanka,1,654.0,1,1,38.0,380000.0
7922,Yelahanka,2,1445.0,2,2,82.0,820000.0
7924,Yelahanka,1,602.0,1,1,38.0,380000.0
7925,Yelahanka,1,697.0,1,1,35.0,350000.0
7927,Yelahanka,1,682.0,1,1,36.23,362299.99999999994
7929,Yelahanka,3,1560.0,2,2,98.0,980000.0
7930,Yelahanka,3,1780.0,3,2,107.0,1070000.0
7931,Yelahanka,3,1342.0,2,2,75.0,750000.0
7932,Yelahanka,3,1823.0,3,2,103.0,1030000.0
7933,Yelahanka,3,1792.0,3,1,104.0,1040000.0
7934,Yelahanka,2,1304.0,2,1,69.97,699700.0
7937,Yelahanka,2,1300.0,2,2,69.23,692300.0
7938,Yelahanka,3,1705.0,3,1,91.0,910000.0
7940,Yelahanka,3,1835.0,3,1,108.0,1080000.0
7941,Yelahanka,3,1847.0,3,3,92.0,920000.0
7943,Yelahanka,3,1890.0,3,2,109.0,1090000.0
7944,Yelahanka,1,700.0,1,1,38.0,380000.0
7945,Yelahanka,3,1491.0,3,2,85.0,850000.0
7946,Yelahanka,4,2088.0,5,0,110.0,1100000.0
7951,Yelahanka,3,1600.0,3,3,100.0,1000000.0
7955,Yelahanka,3,1705.0,3,2,85.0,850000.0
7956,Yelahanka,3,1350.0,2,3,85.0,850000.0
7957,Yelahanka,3,1633.0,3,2,110.0,1100000.0
7958,Yelahanka,1,827.5,1,0,42.54,425400.0
7960,Yelahanka,3,1355.0,2,3,75.0,750000.0
7963,Yelahanka,2,1104.0,2,2,58.0,580000.0
7965,Yelahanka,2,1175.0,2,1,67.77,677700.0
7966,Yelahanka,2,1322.0,2,1,77.9,779000.0
7967,Yelahanka,1,602.0,1,1,33.0,330000.0
7968,Yelahanka,2,1315.0,2,3,77.0,770000.0
7971,Yelahanka,1,567.0,1,1,25.0,250000.0
7973,Yelahanka,1,602.0,2,1,30.0,300000.0
7975,Yelahanka,2,1234.0,2,2,80.0,800000.0
7978,Yelahanka,2,1267.0,3,1,78.0,780000.0
7979,Yelahanka,2,1360.0,2,1,78.19,781900.0
7981,Yelahanka New Town,1,650.0,1,2,33.0,330000.0
7982,Yelahanka New Town,1,500.0,1,1,20.0,200000.0
7983,Yelahanka New Town,1,440.0,1,1,16.5,165000.0
7984,Yelahanka New Town,3,1610.0,3,2,92.0,920000.0
7985,Yelahanka New Town,3,1700.0,3,2,90.0,900000.0
7986,Yelahanka New Town,1,650.0,1,1,20.0,200000.0
7987,Yelahanka New Town,1,350.0,1,1,13.5,135000.0
7989,Yelahanka New Town,2,1385.0,2,3,65.0,650000.0
7990,Yelahanka New Town,1,500.0,2,1,24.0,240000.0
7991,Yelahanka New Town,1,650.0,1,1,17.0,170000.0
7992,Yelahanka New Town,1,450.0,1,0,16.0,160000.0
7994,Yelahanka New Town,2,960.0,2,2,50.0,500000.0
7996,Yelahanka New Town,3,1209.0,2,3,65.0,650000.0
7997,Yelahanka New Town,3,1400.0,2,2,80.0,800000.0
7998,Yelahanka New Town,1,450.0,1,1,15.0,150000.0
7999,Yelahanka New Town,1,500.0,1,1,18.0,180000.0
8000,Yelahanka New Town,3,1420.0,2,1,75.0,750000.0
8001,Yelahanka New Town,1,485.02,2,1,18.0,180000.0
8003,Yelahanka New Town,2,2200.0,2,0,180.0,1800000.0
8004,Yelahanka New Town,1,488.0,1,1,20.0,200000.0
8005,Yelahanka New Town,2,1100.0,2,1,58.0,580000.0
8008,Yelahanka New Town,2,1000.0,2,1,44.0,440000.0
8009,Yelahanka New Town,1,650.0,1,1,18.0,180000.0
8011,Yelahanka New Town,3,1740.0,3,2,150.0,1500000.0
8012,Yelahanka New Town,2,1290.0,2,2,70.0,700000.0
8014,Yelenahalli,2,1240.0,2,2,47.12,471200.0
8015,Yelenahalli,2,1200.0,2,2,46.17,461700.0
8017,Yelenahalli,2,1260.0,2,2,47.88,478800.0
8019,Yelenahalli,2,1175.0,2,2,50.0,500000.0
8020,Yelenahalli,3,1650.0,3,3,68.0,680000.0
8021,Yelenahalli,2,1200.0,2,2,45.6,456000.0
8022,Yelenahalli,2,1200.0,2,2,46.17,461700.0
8023,Yelenahalli,2,1160.0,2,2,44.08,440800.0
8025,Yeshwanthpur,3,1693.0,3,3,108.0,1080000.0
8026,Yeshwanthpur,1,667.0,1,1,36.85,368500.0
8027,Yeshwanthpur,4,1950.0,4,0,130.0,1300000.0
8029,Yeshwanthpur,1,665.0,1,1,36.85,368500.0
8033,Yeshwanthpur,1,671.0,1,1,36.85,368500.0
8034,Yeshwanthpur,2,1277.5,2,0,95.82,958199.9999999999
8035,Yeshwanthpur,1,668.0,1,1,36.85,368500.0
8036,Yeshwanthpur,2,1185.0,2,2,75.84,758400.0
8037,Yeshwanthpur,2,1195.0,2,2,100.0,1000000.0
8038,Yeshwanthpur,3,1313.0,3,1,96.0,960000.0
8039,Yeshwanthpur,2,1400.0,2,2,100.0,1000000.0
8042,Yeshwanthpur,1,673.0,1,1,36.85,368500.0
8043,Yeshwanthpur,2,717.0,2,0,49.48,494799.99999999994
8046,Yeshwanthpur,1,605.0,1,0,41.75,417500.0
8048,Yeshwanthpur,1,669.0,1,1,36.85,368500.0
8050,Yeshwanthpur,3,3027.0,4,3,260.0,2600000.0
8053,Yeshwanthpur,1,670.0,1,1,36.85,368500.0
8056,Yeshwanthpur,2,1240.0,2,2,80.0,800000.0
8057,Yeshwanthpur,3,1713.0,3,2,110.0,1100000.0
8058,Yeshwanthpur,2,1144.0,2,2,67.0,670000.0
8059,Yeshwanthpur,2,1541.0,2,2,130.0,1300000.0
8061,Yeshwanthpur,2,1362.0,2,0,100.0,1000000.0
8062,Yeshwanthpur,1,666.0,1,1,36.8,368000.0
8063,Yeshwanthpur,3,1855.0,3,3,140.0,1400000.0
8065,Yeshwanthpur,2,1165.0,2,1,85.0,850000.0
8068,Yeshwanthpur,3,1825.0,3,2,145.0,1450000.0
8070,Yeshwanthpur,1,994.0,2,0,54.67,546700.0
8071,Yeshwanthpur,1,650.0,1,0,40.0,400000.0
8072,Yeshwanthpur,3,1855.0,3,3,140.0,1400000.0
8073,Yeshwanthpur,3,1500.0,3,1,100.0,1000000.0
8078,Yeshwanthpur,1,674.0,1,1,36.85,368500.0
8080,Yeshwanthpur,1,672.0,1,1,36.85,368500.0
8083,Yeshwanthpur,2,1195.0,2,2,100.0,1000000.0
8084,Yeshwanthpur,3,1692.0,3,3,108.0,1080000.0
8086,Yeshwanthpur,6,2500.0,5,2,185.0,1850000.0
8091,Yeshwanthpur,3,1855.0,3,3,135.0,1350000.0
8092,Yeshwanthpur,3,1876.0,3,3,160.0,1600000.0
8094,other,3,2770.0,4,2,290.0,2900000.0
8099,other,2,1500.0,2,2,185.0,1850000.0
8100,other,2,840.0,2,2,45.0,450000.0
8101,other,3,4395.0,3,2,240.0,2400000.0
8102,other,3,2511.0,3,3,205.0,2050000.0
8103,other,3,1660.0,2,2,105.0,1050000.0
8105,other,2,1200.0,2,1,65.0,650000.0
8106,other,3,1200.0,3,1,90.0,900000.0
8110,other,2,782.0,2,2,55.68,556800.0
8111,other,3,1800.0,3,3,120.0,1200000.0
8112,other,3,1413.0,2,2,75.0,750000.0
8113,other,2,945.0,2,1,54.0,540000.0
8114,other,3,1870.0,3,3,110.0,1100000.0
8115,other,3,1260.0,2,2,85.05,850500.0
8117,other,3,2795.0,4,2,235.0,2350000.0
8119,other,3,1904.0,3,1,150.0,1500000.0
8120,other,3,2000.0,3,1,175.0,1750000.0
8123,other,3,1500.0,3,2,100.0,1000000.0
8125,other,3,1783.0,3,1,115.0,1150000.0
8126,other,3,912.0,2,1,70.0,700000.0
8129,other,3,1580.0,3,3,100.0,1000000.0
8130,other,3,1415.0,3,3,78.0,780000.0
8132,other,3,2405.0,4,2,260.0,2600000.0
8133,other,2,1500.0,2,1,115.0,1150000.0
8138,other,2,1060.0,2,2,60.0,600000.0
8139,other,8,2600.0,8,2,180.0,1800000.0
8141,other,2,1285.0,2,3,72.5,725000.0
8142,other,3,4050.0,3,2,280.0,2800000.0
8145,other,2,1280.0,2,1,69.0,690000.0
8146,other,3,3045.0,3,2,170.0,1700000.0
8149,other,2,900.0,2,1,110.0,1100000.0
8154,other,3,1560.0,3,3,115.0,1150000.0
8157,other,4,1200.0,4,3,165.0,1650000.0
8159,other,3,1645.0,3,2,95.0,950000.0
8160,other,2,1200.0,2,0,79.0,790000.0
8162,other,3,1350.0,2,0,140.0,1400000.0
8163,other,3,1800.0,3,0,150.0,1500000.0
8165,other,3,1762.0,3,1,125.0,1250000.0
8166,other,2,950.0,2,2,50.0,500000.0
8167,other,3,1200.0,3,0,90.0,900000.0
8168,other,3,2023.71,3,2,275.0,2750000.0
8174,other,3,2150.0,4,2,240.0,2400000.0
8177,other,4,3309.0,4,3,325.0,3250000.0
8178,other,11,5000.0,9,3,360.0,3600000.0
8180,other,2,1150.0,2,2,126.0,1260000.0
8183,other,2,1200.0,2,1,74.0,740000.0
8186,other,3,1753.0,3,2,120.0,1200000.0
8187,other,2,1000.0,2,1,53.0,530000.0
8188,other,2,720.0,2,1,45.0,450000.0
8191,other,4,1200.0,3,1,165.0,1650000.0
8192,other,1,700.0,1,0,41.0,410000.0
8194,other,3,1595.0,3,2,115.0,1150000.0
8195,other,2,1353.0,2,2,110.0,1100000.0
8196,other,1,1200.0,2,0,85.0,850000.0
8199,other,3,1325.0,2,1,90.0,900000.0
8202,other,2,1056.0,2,1,80.0,800000.0
8205,other,3,1544.0,3,2,120.0,1200000.0
8206,other,2,1200.0,2,0,65.0,650000.0
8207,other,1,540.0,1,1,36.0,360000.0
8208,other,3,1578.0,3,1,180.0,1800000.0
8210,other,2,1600.0,2,0,115.0,1150000.0
8211,other,1,416.0,1,1,18.5,185000.0
8214,other,1,834.0,1,1,60.0,600000.0
8215,other,3,1125.0,4,1,70.0,700000.0
8216,other,4,3000.0,5,2,260.0,2600000.0
8217,other,6,2160.0,5,1,250.0,2500000.0
8219,other,1,469.0,1,0,25.0,250000.0
8224,other,2,1630.0,2,2,200.0,2000000.0
8226,other,3,1200.0,2,0,70.0,700000.0
8227,other,3,1350.0,3,0,77.0,770000.0
8228,other,4,4046.0,4,0,445.0,4450000.0
8229,other,3,1180.0,2,2,78.34,783400.0
8230,other,2,1355.0,2,2,115.0,1150000.0
8231,other,1,600.0,1,0,50.0,500000.0
8232,other,3,1875.0,3,2,165.0,1650000.0
8233,other,2,600.0,2,1,55.0,550000.0
8236,other,3,1750.0,3,1,120.0,1200000.0
8239,other,3,1092.0,2,1,98.5,985000.0
8245,other,1,425.0,1,0,20.03,200300.0
8247,other,1,600.0,1,1,60.0,600000.0
8248,other,2,1468.0,2,1,140.0,1400000.0
8249,other,4,4300.0,5,2,550.0,5500000.0
8251,other,2,775.0,2,1,55.0,550000.0
8254,other,3,1352.0,3,0,135.0,1350000.0
8256,other,4,1200.0,3,2,95.0,950000.0
8257,other,3,1976.0,3,1,184.0,1840000.0
8258,other,4,5500.0,4,2,600.0,6000000.0
8259,other,3,1200.0,3,0,95.0,950000.0
8262,other,2,1180.0,2,1,69.0,690000.0
8263,other,1,686.0,1,1,17.0,170000.0
8264,other,4,1500.0,4,2,180.0,1800000.0
8266,other,2,1282.0,2,2,87.0,870000.0
8268,other,3,1500.0,2,2,95.0,950000.0
8269,other,2,1300.0,1,1,115.0,1150000.0
8270,other,1,530.0,1,1,20.0,200000.0
8271,other,2,1350.0,2,3,80.0,800000.0
8273,other,8,2400.0,6,3,125.0,1250000.0
8275,other,2,1141.0,2,0,62.0,620000.0
8278,other,1,950.0,1,1,40.0,400000.0
8284,other,3,1480.0,3,2,90.0,900000.0
8285,other,3,1600.0,3,3,90.0,900000.0
8287,other,4,1200.0,4,0,135.0,1350000.0
8288,other,3,1500.0,3,2,115.0,1150000.0
8289,other,3,1824.0,3,3,125.0,1250000.0
8290,other,1,750.0,1,0,56.25,562500.0
8297,other,4,6000.0,5,3,400.0,4000000.0
8298,other,3,2400.0,3,2,170.0,1700000.0
8300,other,3,1500.0,2,2,98.0,980000.0
8301,other,3,3095.0,3,3,350.0,3500000.0
8303,other,1,1200.0,1,1,28.0,280000.0
8304,other,3,1500.0,3,3,100.0,1000000.0
8306,other,5,1560.0,5,1,145.0,1450000.0
8308,other,3,1560.0,3,1,188.0,1880000.0
8310,other,1,485.0,1,1,15.0,150000.0
8316,other,3,1200.0,3,1,130.0,1300000.0
8317,other,2,1050.0,2,1,67.0,670000.0
8318,other,3,1596.0,3,1,105.0,1050000.0
8321,other,3,1200.0,3,1,85.0,850000.0
8322,other,2,1132.0,2,1,67.0,670000.0
8324,other,3,1515.0,3,3,88.0,880000.0
8327,other,2,1380.0,2,1,80.0,800000.0
8330,other,4,4346.0,5,2,500.0,5000000.0
8332,other,3,2200.0,3,2,187.0,1870000.0
8333,other,3,3329.0,3,2,330.0,3300000.0
8334,other,4,3600.0,4,2,300.0,3000000.0
8335,other,4,3500.0,3,3,450.0,4500000.0
8337,other,2,1093.0,2,2,65.0,650000.0
8339,other,3,1535.0,3,1,95.0,950000.0
8341,other,2,1100.0,2,1,62.7,627000.0
8344,other,3,2197.0,4,3,280.0,2800000.0
8346,other,4,1600.0,3,1,172.0,1720000.0
8347,other,3,1450.0,2,2,85.0,850000.0
8348,other,4,2000.0,3,1,166.0,1660000.0
8352,other,3,1756.0,3,3,100.0,1000000.0
8353,other,3,1532.0,3,3,92.0,920000.0
8354,other,3,1650.0,3,0,110.0,1100000.0
8355,other,2,1200.0,2,2,66.0,660000.0
8357,other,3,1525.0,2,3,122.0,1220000.0
8361,other,4,2400.0,3,2,200.0,2000000.0
8362,other,2,1000.0,2,1,130.0,1300000.0
8364,other,2,3040.0,1,1,180.0,1800000.0
8366,other,3,1390.0,3,1,120.0,1200000.0
8368,other,2,1135.0,2,2,68.0,680000.0
8369,other,2,900.0,2,1,55.0,550000.0
8373,other,3,2500.0,3,1,250.0,2500000.0
8377,other,2,1269.72,2,2,68.0,680000.0
8378,other,3,1168.0,3,0,70.0,700000.0
8380,other,4,2100.0,4,2,155.0,1550000.0
8382,other,3,1515.0,3,3,93.93,939300.0000000001
8387,other,6,2700.0,4,2,214.0,2140000.0
8388,other,3,2000.0,3,2,210.0,2100000.0
8389,other,5,2400.0,4,1,300.0,3000000.0
8390,other,3,1760.0,3,3,176.0,1760000.0
8391,other,1,595.0,1,1,42.0,420000.0
8396,other,2,1170.0,2,2,86.0,860000.0
8397,other,4,2200.0,4,3,235.0,2350000.0
8405,other,3,1650.0,3,3,175.0,1750000.0
8407,other,3,1670.0,3,3,91.86,918600.0
8411,other,3,1250.0,2,1,80.0,800000.0
8412,other,3,1650.0,4,2,160.0,1600000.0
8413,other,2,800.0,2,3,50.0,500000.0
8414,other,2,1225.0,2,2,150.0,1500000.0
8416,other,4,3675.0,4,3,367.0,3670000.0
8417,other,2,1200.0,2,2,150.0,1500000.0
8420,other,2,1350.0,2,1,80.0,800000.0
8422,other,3,1614.0,3,1,110.0,1100000.0
8423,other,2,1188.0,2,3,73.0,730000.0
8424,other,3,1480.0,3,2,90.0,900000.0
8425,other,2,680.0,2,0,42.0,420000.0
8427,other,2,955.0,2,3,53.55,535500.0
8429,other,3,2479.13,3,1,215.0,2150000.0
8430,other,2,1100.0,2,0,106.0,1060000.0
8433,other,3,1925.0,3,2,120.0,1200000.0
8434,other,1,650.0,1,1,26.0,260000.0
8436,other,3,2000.0,3,3,207.0,2070000.0
8437,other,2,1050.0,2,0,110.0,1100000.0
8444,other,3,1685.0,2,1,110.0,1100000.0
8446,other,3,1550.0,3,3,110.0,1100000.0
8447,other,1,500.0,1,0,20.0,200000.0
8449,other,3,3155.0,4,2,370.0,3700000.0
8450,other,3,1765.0,3,3,105.0,1050000.0
8451,other,2,1265.0,2,3,70.0,700000.0
8452,other,2,1012.0,2,1,59.0,590000.0
8453,other,3,2045.0,4,3,154.0,1540000.0
8455,other,6,2400.0,4,2,280.0,2800000.0
8456,other,1,581.91,2,1,25.0,250000.0
8457,other,3,1158.0,2,2,85.0,850000.0
8460,other,4,4750.0,5,2,600.0,6000000.0
8461,other,2,1350.0,2,1,185.0,1850000.0
8462,other,2,824.0,2,0,60.0,600000.0
8463,other,3,1340.0,2,1,100.0,1000000.0
8464,other,3,1620.0,2,1,110.0,1100000.0
8465,other,3,1533.0,3,2,115.0,1150000.0
8466,other,3,1560.0,3,2,85.0,850000.0
8468,other,1,750.0,1,2,25.0,250000.0
8469,other,3,1375.0,2,3,85.0,850000.0
8476,other,3,1500.0,3,2,88.0,880000.0
8478,other,2,1140.0,2,1,76.0,760000.0
8479,other,2,1198.0,2,1,84.0,840000.0
8480,other,4,4000.0,4,1,520.0,5200000.0
8482,other,2,1370.0,2,2,75.0,750000.0
8485,other,2,1000.0,1,1,55.0,550000.0
8486,other,2,1200.0,2,2,125.0,1250000.0
8490,other,1,1050.0,1,1,70.0,700000.0
8491,other,3,1200.0,2,0,80.0,800000.0
8499,other,1,400.0,1,0,14.0,140000.0
8501,other,5,1575.0,4,0,150.0,1500000.0
8503,other,4,4800.0,5,3,629.0,6290000.0
8504,other,2,1200.0,2,2,70.0,700000.0
8507,other,2,1300.0,2,1,79.0,790000.0
8509,other,4,3500.0,4,3,350.0,3500000.0
8511,other,3,1000.0,2,0,110.0,1100000.0
8513,other,2,1000.0,2,2,53.0,530000.0
8518,other,3,2400.0,3,1,260.0,2600000.0
8519,other,3,1533.0,3,2,85.0,850000.0
8522,other,2,1452.55,2,3,110.0,1100000.0
8523,other,3,2357.0,3,2,151.0,1510000.0
8524,other,2,1170.0,2,3,105.0,1050000.0
8525,other,3,1411.0,3,2,91.72,917200.0
8527,other,3,3095.0,3,3,375.0,3750000.0
8529,other,3,1100.0,3,1,78.0,780000.0
8531,other,4,3600.0,4,2,365.0,3650000.0
8534,other,3,1945.0,3,3,120.0,1200000.0
8536,other,3,1650.0,3,1,165.0,1650000.0
8537,other,3,1550.0,2,1,150.0,1500000.0
8539,other,3,1150.0,2,1,75.0,750000.0
8540,other,3,1200.0,3,1,74.0,740000.0
8541,other,3,1229.0,3,1,86.03,860300.0
8542,other,2,1030.0,2,3,61.0,610000.0
8543,other,1,600.0,1,0,32.0,320000.0
8544,other,2,1165.0,2,1,135.0,1350000.0
8547,other,4,3000.0,4,2,240.0,2400000.0
8549,other,2,1315.0,2,2,90.0,900000.0
8550,other,2,1210.0,2,2,72.0,720000.0
8554,other,2,1170.0,2,2,68.0,680000.0
8555,other,2,1600.0,2,2,110.0,1100000.0
8557,other,3,1370.0,2,2,75.0,750000.0
8560,other,3,1700.0,3,1,97.0,970000.0
8561,other,3,1900.0,3,3,160.0,1600000.0
8563,other,2,1100.0,2,1,75.0,750000.0
8564,other,3,1929.0,3,2,115.0,1150000.0
8565,other,4,3161.0,4,3,214.0,2140000.0
8567,other,3,3515.0,3,1,420.0,4200000.0
8569,other,2,1100.0,2,1,70.0,700000.0
8573,other,1,700.0,1,1,41.0,410000.0
8578,other,3,3000.0,3,0,250.0,2500000.0
8579,other,2,1100.0,2,3,61.0,610000.0
8580,other,1,1260.0,1,0,41.0,410000.0
8581,other,1,1500.0,1,0,37.5,375000.0
8582,other,1,600.0,1,1,17.0,170000.0
8584,other,2,1165.0,2,2,75.0,750000.0
8585,other,3,1272.0,4,0,75.0,750000.0
8587,other,5,1600.0,5,2,140.0,1400000.0
8589,other,3,1000.0,2,1,65.0,650000.0
8591,other,3,2400.0,4,2,325.0,3250000.0
8592,other,2,1463.0,1,1,142.0,1420000.0
8594,other,3,2401.0,3,2,185.0,1850000.0
8595,other,3,1875.0,2,3,235.0,2350000.0
8597,other,1,890.0,1,1,75.0,750000.0
8600,other,3,2400.0,3,2,290.0,2900000.0
8602,other,3,1690.0,3,2,100.0,1000000.0
8605,other,2,1350.0,2,0,90.0,900000.0
8606,other,3,1460.0,3,2,88.0,880000.0
8607,other,3,1685.0,3,2,95.0,950000.0
8608,other,1,800.0,1,0,52.0,520000.0
8609,other,4,4000.0,5,1,280.0,2800000.0
8611,other,2,792.0,2,1,70.0,700000.0
8613,other,5,2400.0,5,2,235.0,2350000.0
8616,other,1,461.82,1,1,31.7,317000.0
8617,other,3,1500.0,2,0,85.0,850000.0
8620,other,2,1260.0,2,1,75.0,750000.0
8624,other,3,2820.0,3,2,285.0,2850000.0
8625,other,3,1950.0,3,2,130.0,1300000.0
8627,other,3,1350.0,2,2,140.0,1400000.0
8628,other,4,4051.0,4,3,345.0,3450000.0
8629,other,3,2100.0,3,3,170.0,1700000.0
8630,other,3,1991.0,3,2,160.0,1600000.0
8632,other,3,1200.0,3,2,66.0,660000.0
8634,other,4,3000.0,4,3,342.0,3420000.0
8635,other,6,2400.0,6,2,245.0,2450000.0
8637,other,2,1375.0,2,1,105.0,1050000.0
8638,other,3,1693.0,3,2,108.0,1080000.0
8645,other,3,1150.0,2,2,77.5,775000.0
8649,other,2,1058.0,2,2,60.0,600000.0
8650,other,1,900.0,1,1,30.0,300000.0
8651,other,3,1672.0,3,2,150.0,1500000.0
8654,other,3,1250.0,3,2,139.0,1390000.0
8655,other,2,1468.0,3,2,130.0,1300000.0
8659,other,3,1480.0,2,0,145.0,1450000.0
8662,other,3,2280.0,3,2,285.0,2850000.0
8663,other,3,2000.0,3,2,200.0,2000000.0
8665,other,3,1080.0,2,2,75.0,750000.0
8666,other,3,2400.0,2,1,150.0,1500000.0
8668,other,2,1125.0,2,1,75.0,750000.0
8669,other,3,1596.0,3,0,95.0,950000.0
8670,other,3,1639.0,3,3,123.0,1230000.0
8672,other,3,1740.0,3,2,199.0,1990000.0
8673,other,3,1372.0,2,1,90.0,900000.0
8675,other,5,6200.0,5,2,720.0,7200000.0
8678,other,2,925.0,2,2,63.0,630000.0
8679,other,4,1200.0,3,1,95.0,950000.0
8680,other,2,1200.0,2,0,79.0,790000.0
8681,other,3,2500.0,3,2,270.0,2700000.0
8682,other,4,1584.0,3,2,145.0,1450000.0
8683,other,3,1570.0,3,1,115.0,1150000.0
8687,other,3,1750.0,3,1,180.0,1800000.0
8688,other,2,1500.0,1,0,160.0,1600000.0
8689,other,6,2100.0,6,2,275.0,2750000.0
8691,other,1,705.0,1,2,36.5,365000.0
8692,other,3,1340.0,3,3,77.0,770000.0
8695,other,1,1260.0,1,1,41.0,410000.0
8696,other,2,1200.0,2,1,125.0,1250000.0
8697,other,3,1200.0,3,2,130.0,1300000.0
8700,other,4,3100.0,5,1,385.0,3850000.0
8702,other,4,1200.0,4,1,150.0,1500000.0
8703,other,3,3259.0,3,0,270.0,2700000.0
8706,other,1,596.0,1,1,42.0,420000.0
8707,other,16,10000.0,16,2,550.0,5500000.0
8708,other,4,1200.0,4,3,110.0,1100000.0
8709,other,3,1910.0,3,1,190.0,1900000.0
