,location,bhk,total_sqft,bath,balcony,price
6960,Tumkur Road,2,1066.0,2,2,52.5
6961,Tumkur Road,3,1240.0,2,1,79.0
6962,Tumkur Road,3,1441.0,2,1,95.0
6963,Tumkur Road,3,1240.0,2,1,83.0
6964,Tumkur Road,2,1027.0,2,1,67.0
6966,Tumkur Road,3,1354.0,3,1,85.86
6967,Ulsoor,3,2135.0,3,2,215.0
6968,Ulsoor,2,1275.0,2,2,120.0
6969,Ulsoor,3,1020.0,3,2,110.0
6970,Ulsoor,2,1200.0,2,0,60.0
6971,Ulsoor,2,1180.0,2,2,100.0
6972,Ulsoor,3,1340.0,3,0,90.0
6973,Ulsoor,3,1500.0,2,2,125.0
6974,Ulsoor,3,2000.0,3,3,185.0
6975,Ulsoor,2,1255.0,2,3,120.0
6976,Ulsoor,3,1685.0,4,2,185.0
6978,Ulsoor,3,2135.0,3,2,170.0
6979,Ulsoor,2,1160.0,2,1,130.0
6980,Uttarahalli,3,1440.0,2,3,62.0
6981,Uttarahalli,2,1143.0,2,2,45.0
6982,Uttarahalli,2,1020.0,2,2,45.0
6983,Uttarahalli,2,1286.0,2,2,63.0
6984,Uttarahalli,2,1101.0,2,0,45.0
6985,Uttarahalli,2,1345.0,2,1,67.0
6988,Uttarahalli,2,1175.0,2,2,47.0
6989,Uttarahalli,3,1390.0,2,2,62.55
6990,Uttarahalli,3,1330.0,2,1,56.0
6991,Uttarahalli,2,1008.0,2,3,45.0
6992,Uttarahalli,3,1390.0,2,2,60.47
6993,Uttarahalli,3,1617.0,3,3,66.68
6994,Uttarahalli,2,1150.0,2,1,49.0
6995,Uttarahalli,3,1330.0,2,1,56.0
6996,Uttarahalli,2,1200.0,2,2,44.0
6999,Uttarahalli,2,882.0,2,1,30.0
7000,Uttarahalli,2,993.0,2,1,39.71
7001,Uttarahalli,2,1045.0,2,1,45.0
7002,Uttarahalli,2,850.0,2,2,37.93
7004,Uttarahalli,6,3600.0,6,2,120.0
7005,Uttarahalli,3,1788.0,3,2,98.34
7006,Uttarahalli,3,1345.0,2,1,57.0
7007,Uttarahalli,2,1089.0,2,1,43.55
7009,Uttarahalli,2,1279.0,2,2,48.0
7011,Uttarahalli,3,1425.0,2,2,64.0
7012,Uttarahalli,2,1155.0,2,2,40.42
7013,Uttarahalli,2,1050.0,2,1,42.0
7014,Uttarahalli,3,1300.0,2,1,55.0
7015,Uttarahalli,3,1250.0,2,1,55.0
7016,Uttarahalli,3,1700.0,3,2,88.0
7017,Uttarahalli,3,1200.0,3,1,50.0
7018,Uttarahalli,2,1085.0,2,2,43.0
7020,Uttarahalli,2,1175.0,2,1,47.0
7021,Uttarahalli,3,1689.28,3,2,91.2
7022,Uttarahalli,2,1175.0,2,1,47.0
7023,Uttarahalli,2,1137.0,2,1,63.0
7024,Uttarahalli,3,1215.0,2,2,52.85
7026,Uttarahalli,2,1325.0,2,1,53.0
7027,Uttarahalli,3,1300.0,2,2,60.0
7028,Uttarahalli,2,850.0,2,2,35.0
7029,Uttarahalli,3,1627.86,3,2,88.0
7031,Uttarahalli,3,1360.0,2,3,61.2
7032,Uttarahalli,1,661.0,1,1,36.0
7033,Uttarahalli,2,1134.0,2,1,45.36
7035,Uttarahalli,3,1320.0,2,3,55.44
7036,Uttarahalli,3,1390.0,2,2,61.16
7037,Uttarahalli,2,1090.0,2,2,45.0
7038,Uttarahalli,2,1050.0,2,1,42.0
7039,Uttarahalli,2,1123.0,2,1,48.0
7040,Uttarahalli,3,1329.0,2,1,56.0
7041,Uttarahalli,2,938.0,2,0,35.0
7044,Uttarahalli,2,1100.0,1,2,45.0
7045,Uttarahalli,2,1125.0,2,1,47.0
7047,Uttarahalli,3,1685.0,3,2,85.0
7048,Uttarahalli,3,1390.0,2,3,62.55
7050,Uttarahalli,2,1180.0,2,1,41.3
7051,Uttarahalli,2,1380.0,2,1,42.0
7052,Uttarahalli,3,1737.0,2,3,95.0
7054,Uttarahalli,2,1160.0,2,2,45.0
7055,Uttarahalli,3,1280.0,2,2,60.0
7057,Uttarahalli,2,1190.0,2,1,53.55
7058,Uttarahalli,3,1330.0,2,1,57.0
7059,Uttarahalli,3,1560.0,3,3,74.0
7061,Uttarahalli,2,1125.0,2,1,48.0
7062,Uttarahalli,3,1320.0,2,2,55.44
7064,Uttarahalli,2,1160.0,2,2,40.6
7066,Uttarahalli,2,1065.0,2,1,42.59
7067,Uttarahalli,2,1075.0,2,1,46.76
7068,Uttarahalli,2,1155.0,2,1,40.6
7071,Uttarahalli,3,1215.0,2,2,52.85
7073,Uttarahalli,2,1180.0,2,1,41.3
7076,Uttarahalli,2,1002.0,2,1,40.08
7077,Uttarahalli,2,1002.0,2,1,40.08
7078,Uttarahalli,2,1075.0,2,1,40.0
7080,Uttarahalli,2,1155.0,2,2,40.43
7082,Uttarahalli,2,1025.0,2,1,35.88
7083,Uttarahalli,2,1125.0,2,1,47.65
7084,Uttarahalli,2,1300.0,2,2,55.0
7085,Uttarahalli,2,1025.0,2,1,35.88
7086,Uttarahalli,2,980.0,2,1,45.0
7087,Uttarahalli,2,1125.0,2,1,47.0
7092,Uttarahalli,2,1175.0,2,2,47.0
7095,Uttarahalli,3,1525.0,2,2,62.82
7096,Uttarahalli,3,1265.0,2,2,65.0
7099,Uttarahalli,2,1213.0,2,2,48.0
7101,Uttarahalli,2,900.0,2,2,35.0
7102,Uttarahalli,2,1065.0,2,1,42.6
7105,Uttarahalli,2,1125.0,2,1,47.0
7106,Uttarahalli,3,1270.0,2,2,55.25
7107,Uttarahalli,3,1270.0,2,1,55.25
7108,Uttarahalli,2,1107.0,2,1,45.0
7109,Uttarahalli,2,1200.0,2,1,55.0
7111,Uttarahalli,3,1460.0,3,3,76.0
7112,Uttarahalli,3,1500.0,3,1,68.0
7113,Uttarahalli,2,1120.0,2,1,50.0
7114,Uttarahalli,2,1150.0,2,1,46.0
7115,Uttarahalli,3,1330.0,2,1,58.0
7117,Uttarahalli,2,1050.0,2,1,42.0
7118,Uttarahalli,2,1125.0,2,1,48.0
7120,Uttarahalli,3,1345.0,2,1,57.0
7121,Uttarahalli,3,1345.0,2,1,57.0
7123,Uttarahalli,2,1000.0,2,0,52.0
7124,Uttarahalli,2,1037.0,2,1,36.0
7126,Uttarahalli,2,1000.0,2,2,39.5
7127,Uttarahalli,2,1125.0,1,2,45.0
7129,Uttarahalli,2,1160.0,2,2,40.58
7130,Uttarahalli,2,1123.0,2,2,60.0
7132,Uttarahalli,2,1000.0,2,1,35.0
7133,Uttarahalli,3,1330.0,2,1,57.0
7134,Uttarahalli,2,1125.0,2,1,47.0
7135,Uttarahalli,2,1165.0,1,0,42.09
7136,Uttarahalli,2,1260.0,2,2,55.0
7137,Uttarahalli,2,1284.0,2,2,53.36
7138,Uttarahalli,2,1150.0,2,1,45.99
7140,Uttarahalli,3,1290.0,2,3,56.12
7141,Uttarahalli,3,1328.0,2,1,56.0
7142,Uttarahalli,2,1040.0,2,2,36.4
7143,Uttarahalli,3,1290.0,2,2,56.12
7145,Uttarahalli,2,1075.0,2,1,46.76
7146,Uttarahalli,3,1345.0,2,1,57.0
7147,Varthur,2,1160.0,2,2,44.0
7148,Varthur,2,1385.0,2,3,80.0
7150,Varthur,2,1024.0,2,2,42.0
7151,Varthur,2,1125.0,2,2,40.0
7152,Varthur,2,1112.0,2,2,40.0
7153,Varthur,2,1055.0,2,2,45.35
7154,Varthur,2,1280.0,2,2,65.0
7155,Varthur,2,977.0,2,2,36.0
7156,Varthur,3,1250.0,3,2,71.0
7157,Varthur,3,1200.0,3,1,67.75
7158,Varthur,2,1111.0,2,2,41.88
7159,Varthur,2,1140.0,2,3,55.5
7160,Varthur,2,1012.0,2,1,59.0
7161,Varthur,2,1140.0,2,2,39.9
7162,Varthur,2,1090.0,2,2,48.0
7163,Varthur,3,1450.0,3,2,71.0
7164,Varthur,2,1210.0,2,1,60.0
7165,Varthur,2,1070.0,2,2,46.0
7166,Varthur,3,1360.0,2,3,85.0
7167,Varthur,2,965.0,2,1,34.0
7168,Varthur,2,1120.0,2,2,44.24
7169,Varthur,3,1395.0,2,3,79.0
7170,Varthur,2,1085.0,2,1,45.0
7171,Varthur,2,1250.0,2,2,47.0
7172,Varthur,3,1200.0,3,1,68.38
7174,Varthur,2,1155.0,2,1,60.0
7175,Varthur,2,1035.0,2,1,60.0
7176,Varthur,2,1155.0,2,2,39.0
7177,Varthur,2,1180.0,2,2,55.0
7179,Varthur,2,1738.0,2,1,57.35
7180,Varthur,2,1045.0,2,1,40.65
7181,Varthur,2,1155.0,2,2,39.0
7183,Varthur,2,1210.0,2,1,64.15
7185,Varthur,2,1105.0,2,3,38.0
7186,Varthur,3,1560.0,3,2,90.0
7187,Varthur,2,1760.0,2,1,85.0
7188,Varthur,2,1210.0,2,2,54.0
7189,Varthur,2,1112.0,2,2,40.0
7191,Varthur,2,1000.0,1,1,65.0
7193,Varthur Road,2,900.0,2,1,27.0
7194,Varthur Road,2,1277.0,2,2,59.0
7195,Varthur Road,3,1247.0,2,2,58.0
7196,Varthur Road,2,1050.0,2,2,42.7
7197,Varthur Road,2,1255.0,2,2,52.76
7199,Varthur Road,2,1033.0,2,2,32.0
7200,Varthur Road,2,1140.0,2,2,49.11
7201,Varthur Road,2,850.0,2,1,25.4
7202,Vasanthapura,2,1022.0,2,2,40.0
7203,Vasanthapura,2,1135.0,2,1,39.73
7204,Vasanthapura,2,995.0,2,1,34.82
7205,Vasanthapura,2,995.0,2,1,34.82
7206,Vasanthapura,2,1037.0,2,1,36.28
7207,Vasanthapura,2,978.0,2,1,34.22
7208,Vasanthapura,2,1037.0,2,1,36.28
7209,Vidyaranyapura,2,1440.0,2,0,95.0
7210,Vidyaranyapura,2,1062.0,2,3,38.0
7211,Vidyaranyapura,2,1200.0,2,2,55.0
7212,Vidyaranyapura,4,1200.0,4,0,90.0
7214,Vidyaranyapura,2,1060.0,2,2,55.0
7215,Vidyaranyapura,2,1100.0,2,1,54.0
7216,Vidyaranyapura,3,1440.0,2,0,70.0
7217,Vidyaranyapura,2,1100.0,2,1,54.0
7218,Vidyaranyapura,2,1000.0,2,1,35.0
7220,Vidyaranyapura,2,1120.0,2,1,70.0
7221,Vidyaranyapura,2,945.0,2,2,40.0
7222,Vidyaranyapura,2,1100.0,2,1,54.0
7223,Vidyaranyapura,3,1200.0,2,2,65.0
7224,Vidyaranyapura,2,1200.0,2,2,52.0
7225,Vidyaranyapura,2,1050.0,2,1,50.0
7226,Vidyaranyapura,2,1188.0,2,1,50.0
7227,Vidyaranyapura,3,1100.0,2,1,75.0
7228,Vidyaranyapura,3,1100.0,2,2,72.0
7229,Vidyaranyapura,4,2400.0,5,1,135.0
7230,Vidyaranyapura,2,1100.0,2,1,41.0
7231,Vidyaranyapura,2,1200.0,2,2,60.5
7232,Vidyaranyapura,2,1200.0,2,1,42.0
7233,Vijayanagar,3,1704.0,3,2,110.0
7234,Vijayanagar,3,1933.0,3,1,129.0
7236,Vijayanagar,3,1450.0,3,0,100.0
7237,Vijayanagar,3,1580.0,2,0,134.0
7238,Vijayanagar,3,1826.0,3,2,121.0
7239,Vijayanagar,3,1739.0,3,1,116.0
7240,Vijayanagar,3,1490.0,3,2,100.0
7241,Vijayanagar,2,1180.0,2,2,65.0
7242,Vijayanagar,1,606.0,1,0,34.78
7243,Vijayanagar,2,1352.0,2,2,68.0
7244,Vijayanagar,3,1527.0,3,2,115.0
7245,Vijayanagar,2,989.0,2,0,60.0
7246,Vijayanagar,3,1520.0,2,1,103.0
7247,Vijayanagar,3,1749.0,3,1,117.0
7248,Vijayanagar,2,1046.0,2,1,75.0
7249,Vijayanagar,1,606.0,1,1,40.0
7250,Vijayanagar,2,1200.0,2,2,62.0
7253,Vijayanagar,3,1760.0,3,2,140.0
7254,Vijayanagar,3,2047.0,3,2,136.0
7255,Vijayanagar,3,1200.0,2,1,75.0
7256,Vijayanagar,2,1178.0,2,3,82.0
7257,Vijayanagar,2,864.0,2,0,45.0
7259,Vijayanagar,2,920.0,2,2,60.0
7260,Vijayanagar,2,1019.0,2,1,58.0
7261,Vijayanagar,5,2400.0,6,3,125.0
7262,Vijayanagar,2,1180.0,2,1,86.0
7263,Vijayanagar,2,1046.0,2,0,49.06
7264,Vijayanagar,1,2400.0,2,0,230.0
7265,Vijayanagar,1,492.0,1,1,40.0
7267,Vishveshwarya Layout,1,750.0,1,1,30.0
7268,Vishveshwarya Layout,4,2000.0,4,1,75.0
7269,Vishveshwarya Layout,6,2100.0,6,0,92.0
7270,Vishveshwarya Layout,4,2000.0,3,0,90.0
7271,Vishwapriya Layout,2,820.0,2,1,30.0
7272,Vishwapriya Layout,2,770.0,2,2,30.0
7273,Vishwapriya Layout,2,910.0,2,3,36.0
7274,Vishwapriya Layout,2,890.0,2,3,37.0
7275,Vittasandra,2,1404.0,2,1,71.0
7276,Vittasandra,2,1246.0,2,1,67.0
7277,Vittasandra,2,1404.0,2,1,69.3
7278,Vittasandra,2,1246.0,2,1,67.3
7279,Vittasandra,2,1246.0,2,1,64.5
7280,Vittasandra,2,1246.0,2,1,64.5
7281,Vittasandra,2,1246.0,2,1,68.0
7283,Vittasandra,2,1238.0,2,1,67.0
7284,Vittasandra,2,1404.0,2,1,75.0
7285,Vittasandra,2,1246.0,2,1,65.0
7286,Vittasandra,2,1238.0,2,1,67.0
7287,Vittasandra,2,1246.0,2,1,67.4
7288,Vittasandra,2,1259.0,2,1,67.4
7289,Vittasandra,2,1404.0,2,1,68.8
7290,Vittasandra,2,1246.0,2,1,62.3
7291,Vittasandra,2,1246.0,2,1,63.0
7292,Vittasandra,2,1246.0,2,1,67.4
7293,Vittasandra,2,1246.0,2,1,65.4
7295,Vittasandra,2,1238.0,2,1,67.32
7296,Vittasandra,2,1246.0,2,1,67.4
7298,Vittasandra,2,1246.0,2,1,67.3
7299,Vittasandra,2,1404.0,2,2,70.0
7300,Vittasandra,2,1259.0,2,1,67.48
7301,Vittasandra,2,1404.0,2,1,75.0
7303,Vittasandra,2,1246.0,2,1,67.0
7306,Vittasandra,2,1404.0,2,1,72.0
7307,Vittasandra,2,1246.0,2,1,67.5
7308,Vittasandra,2,1246.0,2,1,67.5
7309,Vittasandra,2,1404.0,2,1,70.0
7310,Vittasandra,2,1246.0,2,1,65.0
7311,Vittasandra,2,1246.0,2,1,67.4
7315,Whitefield,3,1610.0,3,2,81.0
7316,Whitefield,2,1459.0,2,1,94.82
7321,Whitefield,2,1280.0,2,2,75.0
7323,Whitefield,3,1910.0,3,2,161.0
7324,Whitefield,4,3252.0,4,1,230.0
7325,Whitefield,4,11890.0,4,3,700.0
7328,Whitefield,2,1150.0,2,1,70.0
7329,Whitefield,3,1768.0,3,2,101.0
7331,Whitefield,3,1600.0,3,2,86.0
7332,Whitefield,4,4144.0,4,3,315.0
7333,Whitefield,4,4104.0,4,2,360.0
7334,Whitefield,3,1790.0,3,2,100.0
7335,Whitefield,3,1720.0,3,3,100.0
7337,Whitefield,3,1640.0,4,2,91.0
7340,Whitefield,3,2280.0,4,2,126.0
7344,Whitefield,3,1897.0,3,2,130.0
7345,Whitefield,3,2225.0,2,1,125.0
7346,Whitefield,4,4348.5,2,2,304.0
7349,Whitefield,4,2268.0,3,2,163.0
7352,Whitefield,4,2400.0,4,3,200.0
7354,Whitefield,2,1360.0,2,1,95.0
7356,Whitefield,3,1697.0,3,2,94.79
7357,Whitefield,4,5000.0,4,3,400.0
7358,Whitefield,4,3000.0,5,3,250.0
7359,Whitefield,3,1700.0,3,2,115.0
7362,Whitefield,3,2842.0,3,2,162.0
7366,Whitefield,3,1500.0,3,1,130.0
7367,Whitefield,2,1280.0,2,1,75.0
7369,Whitefield,3,1405.0,2,1,78.0
7370,Whitefield,3,2225.0,3,3,115.0
7371,Whitefield,2,1272.0,2,1,95.05
7374,Whitefield,2,1192.0,2,1,71.0
7378,Whitefield,3,1626.0,3,3,89.0
7379,Whitefield,3,1585.0,3,2,88.0
7380,Whitefield,1,665.0,2,2,28.59
7382,Whitefield,2,1280.0,2,0,85.0
7383,Whitefield,3,1200.0,3,2,68.5
7384,Whitefield,4,4000.0,4,2,330.0
7385,Whitefield,3,1697.0,3,2,108.0
7387,Whitefield,4,3606.0,4,2,312.0
7388,Whitefield,2,1485.0,2,1,90.0
7389,Whitefield,1,950.0,1,1,50.0
7390,Whitefield,4,3584.0,4,2,199.0
7391,Whitefield,1,825.0,1,1,45.0
7394,Whitefield,3,1635.0,2,2,85.0
7395,Whitefield,2,1216.0,2,1,79.0
7401,Whitefield,2,920.0,2,1,63.0
7403,Whitefield,2,1170.0,2,1,71.0
7404,Whitefield,2,1118.0,2,1,75.0
7405,Whitefield,3,1800.0,3,2,110.0
7406,Whitefield,3,1562.0,3,2,103.0
7409,Whitefield,3,2321.0,4,1,128.0
7410,Whitefield,2,1320.0,2,1,95.0
7413,Whitefield,3,3010.0,3,2,200.0
7414,Whitefield,2,1346.0,2,1,96.17
7419,Whitefield,4,2500.0,4,3,155.0
7420,Whitefield,1,905.0,1,1,55.0
7422,Whitefield,4,2268.0,3,0,146.0
7425,Whitefield,1,630.5,1,0,32.79
7426,Whitefield,4,3537.0,5,3,210.0
7428,Whitefield,3,1697.0,3,2,115.0
7432,Whitefield,5,3250.0,5,0,290.0
7436,Whitefield,2,1269.0,2,1,75.0
7437,Whitefield,5,3227.0,5,0,250.0
7438,Whitefield,3,1545.0,3,2,79.0
7441,Whitefield,4,3262.0,4,2,260.0
7443,Whitefield,2,1132.0,2,1,79.28
7446,Whitefield,4,2830.0,5,2,160.0
7448,Whitefield,2,1195.0,2,1,70.0
7449,Whitefield,3,3480.0,4,2,284.0
7452,Whitefield,1,709.0,1,0,34.39
7454,Whitefield,2,1320.0,2,3,79.5
7455,Whitefield,2,750.0,2,1,52.7
7456,Whitefield,3,1200.0,3,1,61.96
7461,Whitefield,3,2094.0,2,2,113.19
7463,Whitefield,4,3445.0,5,3,270.0
7464,Whitefield,3,1700.0,3,1,140.0
7465,Whitefield,4,4827.0,4,3,400.0
7466,Whitefield,2,1405.0,2,2,84.5
7468,Whitefield,4,3252.0,4,3,280.0
7470,Whitefield,2,1150.0,2,2,90.0
7471,Whitefield,4,2400.0,4,3,147.0
7473,Whitefield,1,624.0,1,1,35.0
7476,Whitefield,3,1700.0,3,2,95.0
7477,Whitefield,4,4960.0,4,3,400.0
7478,Whitefield,4,2928.0,4,3,198.0
7481,Whitefield,2,1216.0,2,1,84.0
7482,Whitefield,4,2882.0,5,1,204.0
7483,Whitefield,3,1840.0,3,2,140.0
7484,Whitefield,3,1778.0,3,2,122.0
7486,Whitefield,1,650.0,1,1,25.0
7487,Whitefield,4,2155.0,3,3,125.0
7488,Whitefield,1,905.0,1,1,52.0
7493,Whitefield,2,1216.0,2,1,75.0
7495,Whitefield,2,1255.0,2,3,77.0
7496,Whitefield,2,1216.0,2,1,73.0
7497,Whitefield,1,709.0,1,0,34.74
7501,Whitefield,3,1745.0,3,3,100.0
7502,Whitefield,4,3200.0,4,3,224.0
7504,Whitefield,1,825.0,1,1,44.9
7508,Whitefield,3,1870.0,3,2,138.0
7511,Whitefield,3,1862.0,3,2,125.0
7512,Whitefield,3,1655.0,3,1,113.0
7513,Whitefield,1,530.0,1,1,29.44
7515,Whitefield,1,905.0,1,1,50.0
7516,Whitefield,3,1600.0,3,2,82.0
7517,Whitefield,4,1230.0,4,2,80.0
7519,Whitefield,1,630.5,1,0,32.15
7520,Whitefield,1,905.0,1,1,52.0
7524,Whitefield,2,1216.0,2,1,83.0
7529,Whitefield,4,4075.0,5,3,226.0
7530,Whitefield,2,1216.0,2,1,75.0
7538,Whitefield,4,2856.0,5,0,158.5
7541,Whitefield,1,750.0,1,1,51.0
7544,Whitefield,2,1173.0,2,1,77.0
7545,Whitefield,3,1200.0,3,1,68.4
7549,Whitefield,4,3425.0,5,2,250.0
7554,Whitefield,3,2173.0,3,2,128.0
7556,Whitefield,1,905.0,1,1,62.0
7557,Whitefield,3,1870.0,3,2,138.0
7558,Whitefield,2,1320.0,2,1,99.26
7559,Whitefield,3,2901.0,4,2,190.0
7560,Whitefield,2,1485.0,2,1,96.51
7561,Whitefield,3,1755.0,3,3,101.0
7563,Whitefield,3,2225.0,3,1,149.0
7564,Whitefield,2,1250.0,2,2,82.0
7566,Whitefield,1,605.0,1,1,40.0
7569,Whitefield,3,2210.0,3,2,156.0
7570,Whitefield,2,1173.0,2,1,78.2
7571,Whitefield,3,1740.0,4,3,130.0
7572,Whitefield,2,1216.0,2,1,75.0
7574,Whitefield,3,1655.0,3,3,120.0
7577,Whitefield,2,1180.0,2,2,70.0
7579,Whitefield,3,2023.0,4,2,130.0
7580,Whitefield,3,2134.0,4,2,118.0
7583,Whitefield,1,905.0,1,1,60.0
7589,Whitefield,3,1452.0,3,2,90.0
7590,Whitefield,4,2850.0,5,0,240.0
7593,Whitefield,4,2830.0,5,3,190.0
7594,Whitefield,2,1295.0,2,3,78.5
7595,Whitefield,1,840.0,1,1,57.6
7596,Whitefield,1,640.0,1,0,19.83
7597,Whitefield,3,1991.0,3,2,104.0
7601,Whitefield,3,1655.0,3,2,97.0
7602,Whitefield,3,1850.0,3,2,150.0
7603,Whitefield,3,1200.0,3,1,67.77
7604,Whitefield,2,1290.0,2,0,90.0
7607,Whitefield,2,1216.0,2,1,75.0
7608,Whitefield,2,1356.0,2,1,94.84
7609,Whitefield,2,1338.0,2,1,103.0
7612,Whitefield,3,3450.0,4,2,208.0
7616,Whitefield,2,1267.0,2,1,90.33
7617,Whitefield,4,2400.0,4,1,143.0
7618,Whitefield,3,1836.0,3,2,125.0
7620,Whitefield,3,3596.0,3,1,200.0
7621,Whitefield,3,1275.0,2,3,65.0
7624,Whitefield,2,1216.0,2,1,82.0
7625,Whitefield,2,1495.0,3,3,88.0
7626,Whitefield,3,1564.0,3,1,103.0
7627,Whitefield,3,1585.0,3,1,84.0
7630,Whitefield,3,1558.0,3,2,90.0
7631,Whitefield,2,1216.0,2,1,75.0
7633,Whitefield,3,1704.0,3,1,120.0
7635,Whitefield,2,1256.0,2,2,73.0
7638,Whitefield,2,1300.0,2,2,78.0
7639,Whitefield,3,1570.0,3,3,88.0
7640,Whitefield,2,1216.0,2,1,84.03
7642,Whitefield,2,1216.0,2,1,72.5
7644,Whitefield,3,2025.0,4,2,115.0
7645,Whitefield,3,1346.0,2,1,100.0
7649,Whitefield,4,2990.0,3,2,198.0
7652,Whitefield,3,1720.0,3,3,98.97
7653,Whitefield,3,1600.0,3,2,95.0
7654,Whitefield,3,1655.0,3,1,108.0
7655,Whitefield,3,1740.0,3,2,95.0
7657,Whitefield,2,1350.0,2,1,88.0
7659,Whitefield,2,1216.0,2,1,80.0
7660,Whitefield,4,2900.0,4,3,225.0
7661,Whitefield,2,1340.0,2,1,101.0
7663,Whitefield,3,1500.0,3,1,78.57
7664,Whitefield,3,1626.0,3,3,85.0
7666,Whitefield,2,1100.0,2,2,65.0
7668,Whitefield,3,1270.0,2,2,65.0
7669,Whitefield,3,3117.0,3,2,261.0
7670,Whitefield,2,1216.0,2,1,73.0
7672,Whitefield,3,3150.0,3,1,290.0
7674,Whitefield,4,2956.0,5,2,234.0
7678,Whitefield,3,2247.0,3,2,145.0
7679,Whitefield,4,3940.0,5,3,265.0
7681,Whitefield,2,1160.0,2,1,67.0
7683,Whitefield,2,1180.0,2,1,77.0
7684,Whitefield,3,2140.0,3,2,139.0
7685,Whitefield,2,1314.0,2,1,84.0
7692,Whitefield,3,1431.0,3,2,85.0
7693,Whitefield,1,524.0,1,1,29.0
7694,Whitefield,4,2830.0,4,3,161.0
7695,Whitefield,4,2135.0,3,2,149.0
7697,Whitefield,4,3075.0,2,3,188.0
7698,Whitefield,3,1760.0,3,2,160.0
7699,Whitefield,3,1655.0,3,2,110.0
7700,Whitefield,1,840.0,1,1,57.0
7701,Whitefield,3,1725.0,3,2,106.0
7704,Whitefield,1,516.0,1,1,39.0
7706,Whitefield,4,6000.0,4,2,410.0
7707,Whitefield,3,1639.0,3,2,107.0
7708,Whitefield,3,1820.0,3,2,113.0
7710,Whitefield,4,3565.0,4,0,218.0
7711,Whitefield,4,3410.0,5,3,253.0
7714,Whitefield,4,4500.0,4,2,330.0
7715,Whitefield,2,1250.0,2,2,85.0
7717,Whitefield,2,1277.0,2,1,77.0
7718,Whitefield,3,1820.0,3,2,140.0
7719,Whitefield,4,3453.0,4,2,247.0
7725,Whitefield,3,2280.0,4,2,125.0
7726,Whitefield,4,2882.0,5,1,200.0
7728,Whitefield,3,1639.5,3,0,92.63
7731,Whitefield,2,1190.0,2,1,70.0
7733,Whitefield,2,1270.0,2,1,94.0
7734,Whitefield,2,1220.0,2,1,89.0
7737,Whitefield,3,3758.0,3,1,300.0
7742,Whitefield,2,1216.0,2,1,72.0
7744,Whitefield,4,5400.0,5,3,475.0
7745,Whitefield,3,1396.0,3,1,74.0
7754,Whitefield,3,1615.0,3,0,96.9
7760,Whitefield,2,1200.0,2,3,70.0
7763,Whitefield,2,1216.0,2,1,75.0
7765,Whitefield,3,2321.0,4,1,157.0
7766,Whitefield,2,1224.0,2,2,75.0
7767,Whitefield,3,1655.0,3,2,113.0
7769,Whitefield,5,4144.0,5,1,331.0
7772,Whitefield,3,1200.0,3,2,67.75
7773,Whitefield,4,2444.0,4,2,145.0
7774,Whitefield,2,1270.0,2,1,110.0
7775,Whitefield,3,1660.0,3,1,110.0
7776,Whitefield,2,1270.0,2,1,105.0
7778,Whitefield,2,1173.0,2,1,78.2
7779,Whitefield,2,1362.0,2,3,85.0
7781,Whitefield,3,1457.0,2,2,105.0
7782,Whitefield,3,1720.0,3,2,128.0
7786,Whitefield,3,1564.0,3,1,103.0
7790,Whitefield,3,1639.0,3,2,107.0
7791,Whitefield,3,1760.0,3,2,139.0
7792,Whitefield,1,613.0,1,1,48.0
7793,Whitefield,3,1730.0,3,2,125.0
7795,Whitefield,1,877.0,1,1,59.0
7799,Yelachenahalli,3,1464.0,2,3,105.0
7800,Yelachenahalli,2,2400.0,1,1,150.0
7801,Yelachenahalli,3,1700.0,3,2,130.0
7802,Yelachenahalli,2,1080.0,2,2,55.0
7803,Yelachenahalli,2,1400.0,2,3,78.0
7804,Yelachenahalli,3,1330.0,3,3,73.5
7805,Yelachenahalli,2,800.0,1,1,30.0
7806,Yelachenahalli,2,1100.0,2,2,60.0
7807,Yelachenahalli,3,1365.0,2,1,72.0
7808,Yelachenahalli,2,1103.0,2,2,55.0
7809,Yelachenahalli,2,1000.0,2,2,50.0
7811,Yelahanka,2,1326.0,2,2,78.0
7818,Yelahanka,3,1705.0,3,2,95.0
7819,Yelahanka,2,1234.0,2,2,80.0
7820,Yelahanka,2,1315.0,2,2,85.0
7821,Yelahanka,2,1170.0,2,1,62.5
7823,Yelahanka,1,697.0,1,0,45.0
7826,Yelahanka,3,2195.0,4,2,127.0
7828,Yelahanka,3,1614.0,3,2,95.0
7830,Yelahanka,1,628.0,1,1,24.0
7833,Yelahanka,1,654.0,1,1,38.4
7841,Yelahanka,3,1825.0,3,1,105.0
7842,Yelahanka,3,1603.0,3,2,96.0
7843,Yelahanka,2,1304.0,2,1,79.0
7849,Yelahanka,3,1517.0,3,2,76.3
7853,Yelahanka,2,1327.0,2,3,85.0
7856,Yelahanka,3,1566.0,3,2,97.0
7858,Yelahanka,2,1270.0,2,2,78.0
7859,Yelahanka,3,1400.0,2,2,80.54
7861,Yelahanka,2,1322.0,2,2,86.0
7862,Yelahanka,2,1100.0,2,1,70.0
7863,Yelahanka,2,1200.0,2,1,70.0
7865,Yelahanka,5,4000.0,5,2,220.0
7866,Yelahanka,4,2675.0,4,2,140.0
7868,Yelahanka,1,654.0,1,1,37.0
7869,Yelahanka,3,1465.0,3,2,80.01
